Vardas               Pavarde               Vidurkis (med.)     Vidurkis (vid.)
Girrvydas            Donelaitis            6.60                6.56
Girrvydas            Farsavicius           5.20                5.32
Girrvydas            Ceberekas             5.40                5.60
Girrvydas            Auditera              5.40                5.40
Girrvydas            Zabaliuna             5.80                6.28
Girrvydas            Fabricijus            5.00                5.12
Girrvydas            Carkauskas            5.00                5.24
Kornelijus           Auditera              6.00                6.28
Kornelijus           Auditera              8.20                8.20
Kornelijus           Auditera              8.60                8.24
Kornelijus           Carkauskas            7.80                7.64
Kornelijus           Ceberekas             5.60                5.84
Kornelijus           Carkus                6.40                6.64
Kornelijus           Abaranas              7.00                7.04
Kornelijus           Ecka                  5.00                5.12
Kornelijus           Jablanskas            5.60                5.76
Kornelijus           Farsavicius           7.00                7.16
Kornelijus           Fenclavas             7.00                6.80
Kornelijus           Carkauskas            6.40                6.24
Kornelijus           Donelaitis            6.40                6.52
Kornelijus           Carkus                5.20                5.24
Kornelijus           Jablanskas            7.00                7.48
Kornelijus           Farsavicius           6.60                6.68
Kornelijus           Carkauskas            6.00                6.56
Kornelijus           Carkus                6.00                5.92
Kornelijus           Carkauskas            8.80                8.32
Kornelijus           Ceberekas             6.60                6.96
Kornelijus           Zabaliuna             6.80                6.92
Kornelijus           Donelaitis            6.80                6.84
Kornelijus           Carkus                6.60                6.80
Kornelijus           Ferdinandas           5.40                5.48
Kornelijus           Ecka                  5.80                6.28
Kornelijus           Carkus                7.20                7.40
Kornelijus           Fabricijus            6.80                6.92
Kornelijus           Carkauskas            8.00                7.84
Kornelijus           Auditera              6.60                6.88
Kornelijus           Ferdinandas           6.00                6.08
Kornelijus           Carkus                4.80                5.24
Kornelijus           Auditera              6.60                6.56
Kornelijus           Donelaitis            7.60                7.48
Kornelijus           Ochmanas              8.40                7.40
Kornelijus           Abaranas              6.40                6.76
Kornelijus           Ezynas                7.80                7.80
Kornelijus           Auditera              7.40                7.12
Kornelijus           Carkus                6.80                7.12
Kornelijus           Jablanskas            7.20                6.80
Kornelijus           Ferdinandas           6.20                6.20
Leopolda             Auditera              6.40                7.20
Leopolda             Fabricijus            7.20                6.80
Leopolda             Zabaliuna             8.00                7.80
Leopolda             Ezynas                6.60                6.92
Leopolda             Ferdinandas           6.60                7.16
Leopolda             Zabaliuna             7.80                7.64
Leopolda             Abaranas              5.60                6.44
Leopolda             Carkauskas            5.60                5.56
Leopolda             Ferdinandas           6.60                6.24
Leopolda             Carkus                8.20                8.36
Leopolda             Jablanskas            6.60                7.00
Leopolda             Fabricijus            7.00                7.20
Leopolda             Carkauskas            7.20                6.96
Leopolda             Ezynas                8.00                7.92
Leopolda             Jablanskas            7.80                8.36
Leopolda             Auditera              8.40                8.16
Leopolda             Carkus                5.60                5.60
Leopolda             Zabaliuna             7.40                6.96
Leopolda             Abaranas              7.00                6.80
Leopolda             Auditera              7.60                7.36
Leopolda             Fabricijus            6.80                6.60
Leopolda             Farsavicius           5.60                5.56
Leopolda             Donelaitis            7.60                7.68
Leopolda             Zabaliuna             5.40                5.20
Leopolda             Donelaitis            5.80                5.92
Leopolda             Farsavicius           8.80                8.80
Leopolda             Fenclavas             5.20                5.40
Leopolda             Fenclavas             7.20                6.84
Leopolda             Jablanskas            8.60                8.40
Leopolda             Farsavicius           7.60                7.80
Leopolda             Auditera              6.40                6.60
Leopolda             Auditera              6.60                7.08
Leopolda             Farsavicius           5.60                5.64
Leopolda             Auditera              6.00                6.24
Leopolda             Ecka                  5.60                5.16
Leopolda             Carkauskas            8.00                7.84
Leopolda             Ochmanas              5.60                5.60
Mikelandzelas        Abaranas              7.20                7.08
Mikelandzelas        Carkauskas            6.00                5.60
Mikelandzelas        Fenclavas             9.00                8.68
Mikelandzelas        Carkus                7.60                7.80
Mikelandzelas        Zabaliuna             5.40                5.00
Mikelandzelas        Ferdinandas           7.20                7.32
Mikelandzelas        Farsavicius           6.80                6.92
Mikelandzelas        Carkauskas            8.00                7.76
Mikelandzelas        Donelaitis            7.40                7.68
Mikelandzelas        Jablanskas            6.00                6.16
Mikelandzelas        Ceberekas             6.80                6.84
Mikelandzelas        Jablanskas            9.00                8.60
Mikelandzelas        Fabricijus            4.80                5.36
Mikelandzelas        Fenclavas             5.40                5.80
Mikelandzelas        Donelaitis            7.00                6.96
Mikelandzelas        Ceberekas             7.80                7.32
Mikelandzelas        Ecka                  7.00                6.68
Mikelandzelas        Fenclavas             8.40                7.84
Mikelandzelas        Fabricijus            7.40                6.92
Mikelandzelas        Jablanskas            6.20                6.40
Mikelandzelas        Carkus                8.00                7.68
Mikelandzelas        Farsavicius           7.20                7.64
Mikelandzelas        Ceberekas             5.80                5.92
Mikelandzelas        Ezynas                8.00                8.16
Mikelandzelas        Donelaitis            8.20                8.20
Mikelandzelas        Fabricijus            5.80                5.08
Mikelandzelas        Donelaitis            7.40                7.00
Mikelandzelas        Auditera              7.00                7.28
Mikelandzelas        Auditera              5.80                5.68
Mikelandzelas        Ochmanas              7.80                8.00
Mikelandzelas        Abaranas              7.40                7.44
Mikelandzelas        Donelaitis            5.80                5.72
Mikelandzelas        Ecka                  6.00                5.68
Mikelandzelas        Farsavicius           7.00                6.72
Mikelandzelas        Ferdinandas           5.80                5.52
Prudencija           Ochmanas              6.20                6.16
Prudencija           Carkus                5.80                5.76
Prudencija           Donelaitis            8.00                7.36
Prudencija           Ochmanas              6.60                6.28
Prudencija           Zabaliuna             5.80                5.72
Prudencija           Fenclavas             5.80                6.28
Prudencija           Auditera              7.00                7.24
Prudencija           Ecka                  6.00                6.12
Prudencija           Abaranas              5.20                5.40
Prudencija           Fenclavas             5.40                5.40
Prudencija           Ferdinandas           8.60                8.28
Prudencija           Abaranas              5.60                6.08
Prudencija           Farsavicius           6.80                7.00
Prudencija           Farsavicius           6.80                6.52
Prudencija           Jablanskas            6.00                6.60
Prudencija           Ecka                  6.00                6.08
Prudencija           Farsavicius           5.20                5.24
Prudencija           Ecka                  4.60                5.00
Prudencija           Ochmanas              7.20                7.28
Prudencija           Ceberekas             5.80                5.84
Prudencija           Abaranas              8.40                7.76
Prudencija           Ezynas                7.40                7.32
Prudencija           Fenclavas             7.20                6.84
Prudencija           Ceberekas             5.20                5.40
Prudencija           Donelaitis            5.60                5.48
Prudencija           Carkauskas            7.00                7.00
Prudencija           Zabaliuna             8.40                8.24
Prudencija           Ochmanas              8.60                8.48
Prudencija           Auditera              6.20                6.24
Prudencija           Abaranas              6.00                6.20
Prudencija           Ecka                  7.60                7.20
Prudencija           Ochmanas              6.40                6.52
Regimalda            Ferdinandas           4.60                5.16
Regimalda            Donelaitis            5.60                5.52
Regimalda            Carkauskas            8.40                8.04
Regimalda            Fabricijus            7.40                7.48
Regimalda            Carkauskas            8.00                7.56
Regimalda            Jablanskas            8.00                7.56
Regimalda            Fenclavas             7.40                7.76
Regimalda            Donelaitis            8.20                7.64
Regimalda            Fabricijus            5.20                5.20
Regimalda            Farsavicius           8.20                8.28
Regimalda            Farsavicius           7.60                7.64
Regimalda            Donelaitis            8.20                7.84
Regimalda            Zabaliuna             7.40                7.16
Regimalda            Auditera              7.20                7.64
Regimalda            Farsavicius           7.00                7.04
Regimalda            Zabaliuna             6.40                6.52
Regimalda            Ferdinandas           6.40                6.88
Regimalda            Ceberekas             7.20                6.92
Regimalda            Ochmanas              5.40                5.16
Regimalda            Zabaliuna             6.00                6.16
Regimalda            Fabricijus            7.60                7.52
Regimalda            Ecka                  6.20                5.60
Regimalda            Carkus                5.40                5.28
Regimalda            Carkus                6.20                6.56
Regimalda            Zabaliuna             7.00                6.32
Regimalda            Farsavicius           5.40                5.40
Regimalda            Donelaitis            5.20                5.16
Regimalda            Donelaitis            6.60                6.16
Regimalda            Ezynas                7.20                7.04
Regimalda            Abaranas              7.40                7.72
Regimalda            Ferdinandas           7.20                6.88
Regimalda            Abaranas              7.20                7.28
Regimalda            Ochmanas              6.00                6.48
Regimalda            Zabaliuna             4.60                5.20
Regimalda            Fabricijus            5.80                6.16
Regimalda            Ceberekas             7.60                7.12
Regimalda            Ceberekas             6.40                6.20
