Vardas               Pavarde               Vidurkis (med.)     Vidurkis (vid.)
Regimalda            Fabricijus            3.20                2.92
Regimalda            Carkus                1.40                1.64
Regimalda            Carkauskas            4.20                4.36
Regimalda            Fenclavas             4.60                4.76
Regimalda            Ochmanas              3.20                3.24
Regimalda            Ochmanas              3.60                3.72
Regimalda            Fabricijus            2.80                2.52
Regimalda            Ochmanas              4.20                4.28
Regimalda            Ferdinandas           2.60                2.36
Regimalda            Carkus                4.60                4.72
Regimalda            Abaranas              2.60                3.08
Regimalda            Jablanskas            2.00                2.08
Regimalda            Jablanskas            3.40                3.76
Regimalda            Ezynas                2.00                2.04
Regimalda            Auditera              3.00                2.36
Regimalda            Ecka                  2.40                2.60
Regimalda            Fenclavas             4.40                4.44
Regimalda            Fabricijus            3.80                3.68
Regimalda            Farsavicius           5.20                4.84
Regimalda            Ezynas                1.80                1.88
Regimalda            Fabricijus            3.20                2.76
Regimalda            Fenclavas             4.20                4.68
Regimalda            Carkauskas            3.40                3.32
Regimalda            Ceberekas             3.80                3.72
Regimalda            Fabricijus            3.00                3.00
Regimalda            Zabaliuna             2.80                2.68
Regimalda            Carkauskas            2.00                2.36
Regimalda            Ochmanas              2.60                2.44
Regimalda            Farsavicius           3.80                3.20
Regimalda            Farsavicius           3.40                3.48
Regimalda            Donelaitis            1.40                1.76
Regimalda            Ceberekas             0.80                1.48
Regimalda            Farsavicius           2.20                2.32
Regimalda            Carkauskas            1.40                1.56
Regimalda            Jablanskas            2.80                2.60
Regimalda            Farsavicius           1.60                2.40
Regimalda            Ochmanas              2.00                2.32
Regimalda            Abaranas              3.00                3.16
Regimalda            Carkauskas            3.20                3.20
Regimalda            Ferdinandas           3.00                3.56
Regimalda            Farsavicius           2.40                2.72
Regimalda            Carkauskas            3.40                3.40
Regimalda            Carkus                2.00                2.28
Regimalda            Farsavicius           2.80                3.16
Regimalda            Ochmanas              4.80                4.72
Regimalda            Ferdinandas           2.80                2.92
Regimalda            Ceberekas             3.40                2.60
Regimalda            Ochmanas              3.20                2.48
Regimalda            Carkus                5.60                4.88
Regimalda            Auditera              3.20                2.92
Regimalda            Ochmanas              2.80                2.68
Regimalda            Ceberekas             2.80                3.16
Regimalda            Donelaitis            2.40                2.36
Regimalda            Jablanskas            4.00                4.12
Regimalda            Carkauskas            2.80                2.88
Regimalda            Ferdinandas           2.40                2.52
Regimalda            Abaranas              3.00                2.76
Regimalda            Ferdinandas           1.80                1.64
Regimalda            Abaranas              2.40                2.76
Regimalda            Fenclavas             3.00                3.28
Regimalda            Ecka                  2.20                2.40
Regimalda            Carkauskas            2.40                2.72
Regimalda            Carkus                4.80                4.52
Regimalda            Carkus                3.80                3.80
Regimalda            Ferdinandas           3.40                2.88
Regimalda            Ezynas                3.80                3.40
Regimalda            Ceberekas             4.20                4.88
Regimalda            Ezynas                3.40                3.72
Regimalda            Carkus                3.40                3.92
Regimalda            Ecka                  3.60                3.64
Regimalda            Carkauskas            2.20                2.28
Regimalda            Ceberekas             1.80                1.80
Regimalda            Ezynas                2.20                2.16
Regimalda            Fenclavas             4.80                4.24
Regimalda            Ecka                  3.20                2.84
Regimalda            Fenclavas             4.00                3.96
Regimalda            Donelaitis            2.80                2.76
Regimalda            Ecka                  2.20                2.32
Regimalda            Ceberekas             3.20                3.20
Regimalda            Farsavicius           3.80                3.80
Regimalda            Donelaitis            4.60                4.40
Regimalda            Auditera              2.60                2.68
Regimalda            Fenclavas             2.60                2.68
Regimalda            Ceberekas             3.80                4.00
Regimalda            Ecka                  4.80                4.96
Regimalda            Fabricijus            0.80                1.16
Regimalda            Zabaliuna             5.00                4.96
Regimalda            Ochmanas              3.80                4.00
Regimalda            Zabaliuna             4.40                3.92
Regimalda            Ochmanas              5.00                4.76
Regimalda            Ecka                  4.80                4.76
Regimalda            Ecka                  3.00                2.96
Regimalda            Carkauskas            3.20                3.16
Regimalda            Ferdinandas           3.80                4.20
Regimalda            Ceberekas             3.40                3.32
Regimalda            Fabricijus            1.80                1.84
Regimalda            Carkauskas            4.20                4.32
Regimalda            Ecka                  2.80                2.52
Regimalda            Fenclavas             3.20                3.12
Regimalda            Carkus                0.80                1.28
Regimalda            Farsavicius           1.40                1.68
Regimalda            Ochmanas              3.80                3.72
Regimalda            Ceberekas             3.20                3.28
Regimalda            Ezynas                4.60                4.36
Regimalda            Ecka                  2.60                2.60
Regimalda            Zabaliuna             4.40                4.60
Regimalda            Donelaitis            2.00                1.92
Regimalda            Auditera              2.60                2.20
Regimalda            Fenclavas             3.60                2.88
Regimalda            Ezynas                3.20                3.36
Regimalda            Ezynas                4.20                4.72
Regimalda            Ochmanas              2.20                2.24
Regimalda            Ochmanas              4.40                4.44
Regimalda            Ochmanas              2.60                2.40
Regimalda            Ezynas                2.00                2.04
Regimalda            Fabricijus            4.00                4.20
Regimalda            Zabaliuna             0.40                1.32
Regimalda            Jablanskas            2.80                2.80
Regimalda            Carkus                4.20                4.24
Regimalda            Zabaliuna             1.80                1.80
Regimalda            Ferdinandas           4.00                3.96
Regimalda            Abaranas              4.20                4.04
Regimalda            Carkauskas            4.40                4.08
Regimalda            Donelaitis            2.60                2.40
Regimalda            Zabaliuna             3.00                3.24
Regimalda            Ezynas                4.00                4.40
Regimalda            Fenclavas             4.00                4.00
Regimalda            Ceberekas             3.20                3.24
Regimalda            Carkauskas            3.00                3.16
Regimalda            Donelaitis            2.40                2.44
Regimalda            Ferdinandas           3.80                3.60
Regimalda            Ferdinandas           1.60                1.96
Regimalda            Abaranas              4.40                4.48
Regimalda            Ceberekas             4.00                4.04
Regimalda            Auditera              2.00                1.84
Regimalda            Farsavicius           3.80                4.12
Regimalda            Ceberekas             3.60                3.64
Regimalda            Farsavicius           4.00                4.00
Regimalda            Auditera              4.40                4.20
Regimalda            Carkauskas            3.20                4.00
Regimalda            Auditera              1.40                1.80
Regimalda            Fabricijus            3.40                4.08
Regimalda            Farsavicius           3.80                3.48
Regimalda            Carkus                2.80                3.08
Regimalda            Fenclavas             1.40                1.60
Regimalda            Fenclavas             3.60                3.44
Regimalda            Donelaitis            2.20                2.60
Regimalda            Ochmanas              1.60                2.12
Regimalda            Carkus                4.20                4.60
Regimalda            Ochmanas              2.80                2.36
Regimalda            Ochmanas              2.00                1.92
Regimalda            Ceberekas             2.60                2.12
Regimalda            Fabricijus            4.00                3.80
Regimalda            Ochmanas              4.00                4.48
Regimalda            Donelaitis            1.60                2.04
Regimalda            Abaranas              2.40                2.24
Regimalda            Ochmanas              4.60                4.68
Regimalda            Donelaitis            4.20                4.24
Regimalda            Abaranas              2.60                2.28
Regimalda            Auditera              3.60                3.04
Regimalda            Abaranas              2.20                2.04
Regimalda            Ezynas                4.60                4.56
Regimalda            Carkauskas            3.60                3.16
Regimalda            Abaranas              4.00                4.36
Regimalda            Jablanskas            4.60                4.32
Regimalda            Fenclavas             3.40                3.60
Regimalda            Zabaliuna             3.80                3.48
Regimalda            Ecka                  3.80                3.88
Regimalda            Auditera              2.40                2.32
Regimalda            Farsavicius           3.00                2.84
Regimalda            Ochmanas              2.60                2.72
Regimalda            Auditera              2.60                3.16
Regimalda            Carkus                4.20                4.44
Regimalda            Ceberekas             3.00                2.76
Regimalda            Zabaliuna             4.40                4.24
Regimalda            Donelaitis            3.40                3.28
Regimalda            Ceberekas             1.80                2.08
Regimalda            Farsavicius           2.40                2.16
Regimalda            Ceberekas             2.60                2.68
Regimalda            Ceberekas             4.60                4.36
Regimalda            Carkauskas            1.60                2.20
Regimalda            Carkus                3.60                3.96
Regimalda            Ezynas                4.20                4.20
Regimalda            Abaranas              4.00                4.04
Regimalda            Auditera              3.40                3.72
Regimalda            Ezynas                1.80                1.88
Regimalda            Farsavicius           4.60                4.24
Regimalda            Abaranas              3.40                3.24
Regimalda            Ferdinandas           4.60                4.36
Regimalda            Ecka                  2.80                3.28
Regimalda            Ezynas                3.00                3.32
Regimalda            Fenclavas             2.40                2.48
Regimalda            Jablanskas            5.20                4.96
Regimalda            Carkus                4.80                4.92
Regimalda            Fenclavas             3.20                3.04
Regimalda            Donelaitis            5.00                4.12
Regimalda            Fenclavas             2.00                1.68
Regimalda            Zabaliuna             3.80                3.28
Regimalda            Fabricijus            4.80                4.72
Regimalda            Carkus                4.20                4.44
Regimalda            Abaranas              4.00                3.60
Regimalda            Ceberekas             4.60                4.80
Regimalda            Ecka                  3.20                3.28
Regimalda            Fabricijus            4.00                4.40
Regimalda            Jablanskas            2.60                2.72
Regimalda            Ferdinandas           3.60                3.88
Regimalda            Ecka                  3.40                3.36
Regimalda            Donelaitis            3.80                4.28
Regimalda            Abaranas              3.80                3.92
Regimalda            Auditera              3.00                3.36
Regimalda            Zabaliuna             3.00                3.44
Regimalda            Ochmanas              4.60                4.20
Regimalda            Ferdinandas           2.20                2.44
Regimalda            Carkauskas            4.60                4.16
Regimalda            Donelaitis            4.60                3.88
Regimalda            Ceberekas             3.40                3.08
Regimalda            Donelaitis            4.40                3.84
Regimalda            Carkauskas            5.00                4.56
Regimalda            Fabricijus            3.60                3.60
Regimalda            Abaranas              2.40                2.56
Regimalda            Donelaitis            4.60                4.20
Regimalda            Donelaitis            3.00                3.56
Regimalda            Jablanskas            3.00                2.72
Regimalda            Ezynas                3.20                3.28
Regimalda            Donelaitis            2.40                2.44
Regimalda            Ferdinandas           5.20                4.96
Regimalda            Ecka                  4.20                4.32
Regimalda            Auditera              4.60                4.88
Regimalda            Fenclavas             2.40                2.56
Regimalda            Ecka                  3.20                3.36
Regimalda            Carkauskas            3.40                3.36
Regimalda            Ezynas                2.80                2.84
Regimalda            Abaranas              1.40                1.92
Regimalda            Abaranas              3.80                4.12
Regimalda            Jablanskas            3.80                3.80
Regimalda            Carkus                4.60                4.36
Regimalda            Auditera              3.80                4.32
Regimalda            Donelaitis            4.60                4.60
Regimalda            Ferdinandas           3.80                4.32
Regimalda            Auditera              1.80                1.76
Regimalda            Abaranas              2.60                2.52
Regimalda            Ochmanas              3.60                4.24
Regimalda            Zabaliuna             3.80                4.16
Regimalda            Donelaitis            2.80                2.68
Regimalda            Ezynas                3.00                2.84
Regimalda            Farsavicius           3.20                3.92
Regimalda            Farsavicius           3.60                3.88
Regimalda            Abaranas              4.40                4.20
Regimalda            Ecka                  3.60                3.48
Regimalda            Carkauskas            3.20                3.36
Regimalda            Ezynas                4.60                4.36
Regimalda            Jablanskas            3.00                3.20
Regimalda            Fenclavas             2.60                2.84
Regimalda            Zabaliuna             1.40                1.60
Regimalda            Zabaliuna             4.20                4.00
Regimalda            Ochmanas              3.20                3.64
Regimalda            Fabricijus            4.20                3.96
Regimalda            Fabricijus            2.80                2.84
Regimalda            Farsavicius           1.20                1.60
Regimalda            Fenclavas             4.00                3.76
Regimalda            Ecka                  3.20                3.24
Regimalda            Fabricijus            4.00                3.92
Regimalda            Ceberekas             1.40                1.68
Regimalda            Ferdinandas           3.80                4.16
Regimalda            Jablanskas            4.40                4.76
Regimalda            Carkauskas            3.20                3.36
Regimalda            Ceberekas             1.00                1.60
Regimalda            Abaranas              3.20                3.00
Regimalda            Carkus                1.80                1.88
Regimalda            Ferdinandas           2.20                2.40
Regimalda            Fenclavas             3.20                3.20
Regimalda            Donelaitis            2.20                2.16
Regimalda            Fabricijus            1.40                1.88
Regimalda            Jablanskas            4.60                4.36
Regimalda            Ecka                  2.00                2.00
Regimalda            Carkauskas            2.40                2.68
Regimalda            Auditera              4.20                3.92
Regimalda            Jablanskas            3.40                3.72
Regimalda            Abaranas              2.00                1.80
Regimalda            Ferdinandas           5.20                4.64
Regimalda            Ochmanas              1.60                2.28
Regimalda            Fabricijus            2.80                3.12
Regimalda            Carkus                3.80                3.84
Regimalda            Fenclavas             3.40                4.00
Regimalda            Abaranas              4.00                3.96
Regimalda            Ochmanas              3.80                3.80
Regimalda            Donelaitis            3.80                3.24
Regimalda            Auditera              3.20                3.52
Regimalda            Carkus                3.20                3.12
Regimalda            Carkus                3.60                3.84
Regimalda            Carkus                4.40                4.60
Regimalda            Zabaliuna             0.80                1.20
Regimalda            Fenclavas             3.60                3.40
Regimalda            Ecka                  2.20                2.00
Regimalda            Donelaitis            2.20                2.76
Regimalda            Ezynas                4.00                4.40
Regimalda            Donelaitis            1.60                1.76
Regimalda            Auditera              5.20                4.88
Regimalda            Carkus                1.40                1.76
Regimalda            Abaranas              3.20                3.28
Regimalda            Ecka                  2.60                2.44
Regimalda            Farsavicius           3.00                3.16
Regimalda            Carkus                4.60                4.36
Regimalda            Carkauskas            3.00                2.92
Regimalda            Ezynas                2.80                2.80
Regimalda            Carkus                3.20                2.56
Regimalda            Ecka                  4.20                4.24
Regimalda            Ezynas                1.80                1.80
Regimalda            Fenclavas             1.80                2.00
Regimalda            Ochmanas              3.60                3.84
Regimalda            Ochmanas              4.60                4.68
Regimalda            Farsavicius           3.00                2.76
Regimalda            Abaranas              4.60                4.68
Regimalda            Fenclavas             1.40                2.20
Regimalda            Carkauskas            0.60                1.12
Regimalda            Donelaitis            4.00                3.80
Regimalda            Fabricijus            1.20                1.80
Regimalda            Abaranas              3.80                3.72
Regimalda            Ezynas                2.40                2.52
Regimalda            Auditera              4.40                4.32
Regimalda            Carkus                2.80                2.64
Regimalda            Farsavicius           3.40                3.68
Regimalda            Abaranas              2.40                2.20
Regimalda            Carkus                3.60                3.96
Regimalda            Ferdinandas           1.80                1.96
Regimalda            Ochmanas              3.80                3.32
Regimalda            Donelaitis            3.60                4.00
Regimalda            Carkauskas            4.80                4.56
Regimalda            Fabricijus            3.80                4.12
Regimalda            Auditera              3.00                2.64
Regimalda            Ochmanas              3.60                3.40
Regimalda            Fenclavas             2.20                2.32
Regimalda            Ceberekas             3.00                3.04
Regimalda            Ferdinandas           2.20                2.08
Regimalda            Ecka                  5.40                4.96
Regimalda            Ezynas                4.20                4.44
Regimalda            Fabricijus            2.00                2.40
Regimalda            Ecka                  4.20                4.48
Regimalda            Zabaliuna             4.40                3.84
Regimalda            Farsavicius           4.00                4.44
Regimalda            Zabaliuna             1.60                1.60
Regimalda            Zabaliuna             3.40                3.28
Regimalda            Farsavicius           5.00                4.92
Regimalda            Ezynas                5.00                4.76
Regimalda            Fabricijus            5.20                4.84
Regimalda            Jablanskas            3.20                3.08
Regimalda            Fabricijus            2.40                2.56
Regimalda            Carkus                5.20                4.84
Regimalda            Ochmanas              2.40                2.36
Regimalda            Jablanskas            2.80                2.60
Regimalda            Auditera              3.20                3.84
Regimalda            Carkauskas            3.60                3.64
Regimalda            Carkauskas            1.80                1.68
Regimalda            Fabricijus            4.40                4.16
Regimalda            Farsavicius           2.20                2.04
Regimalda            Carkus                3.20                3.24
Regimalda            Ceberekas             4.40                4.56
Regimalda            Donelaitis            4.40                4.80
Regimalda            Ochmanas              2.00                1.96
Regimalda            Carkauskas            4.80                4.96
Regimalda            Jablanskas            2.60                2.28
Regimalda            Zabaliuna             4.60                4.72
Regimalda            Ecka                  3.00                3.48
Regimalda            Fenclavas             4.00                3.72
Regimalda            Farsavicius           1.60                1.72
Regimalda            Zabaliuna             4.80                4.04
Regimalda            Abaranas              4.20                4.32
Regimalda            Carkauskas            5.40                4.88
Regimalda            Carkus                2.80                2.60
Regimalda            Carkus                2.00                2.56
Regimalda            Carkus                4.20                4.04
Regimalda            Zabaliuna             2.20                2.44
Regimalda            Fenclavas             2.60                2.28
Regimalda            Fenclavas             3.60                3.08
Regimalda            Zabaliuna             4.80                4.88
Regimalda            Ceberekas             2.60                2.84
Regimalda            Ecka                  1.80                1.88
Regimalda            Carkauskas            2.60                2.88
Regimalda            Auditera              4.60                4.16
Regimalda            Zabaliuna             3.20                3.28
Regimalda            Donelaitis            2.60                2.36
Regimalda            Jablanskas            5.00                4.72
Regimalda            Farsavicius           4.00                4.16
Regimalda            Zabaliuna             3.20                3.16
Regimalda            Ferdinandas           3.40                3.24
Regimalda            Zabaliuna             3.40                3.44
Regimalda            Ochmanas              3.60                3.56
Regimalda            Ferdinandas           4.20                4.24
Regimalda            Ezynas                3.00                2.92
Regimalda            Ecka                  4.40                4.32
Regimalda            Fenclavas             3.00                3.12
Regimalda            Ezynas                4.20                4.36
Regimalda            Carkus                3.60                3.04
Regimalda            Ceberekas             2.60                2.24
Regimalda            Ezynas                3.80                4.20
Regimalda            Auditera              2.20                2.12
Regimalda            Jablanskas            2.40                2.48
Regimalda            Abaranas              4.60                4.68
Regimalda            Ecka                  2.20                2.52
Regimalda            Fenclavas             3.00                3.20
Regimalda            Ceberekas             3.60                4.08
Regimalda            Ochmanas              4.40                4.56
Regimalda            Ezynas                1.80                2.08
Regimalda            Ochmanas              2.00                2.92
Regimalda            Fenclavas             4.80                4.96
Regimalda            Donelaitis            4.60                4.88
Regimalda            Ecka                  4.40                4.44
Regimalda            Zabaliuna             3.00                2.64
Regimalda            Fabricijus            3.40                2.80
Regimalda            Donelaitis            3.80                4.24
Regimalda            Ecka                  1.60                1.52
Regimalda            Auditera              2.40                2.48
Regimalda            Ochmanas              3.60                4.08
Regimalda            Zabaliuna             3.00                3.12
Regimalda            Ezynas                1.60                1.92
Regimalda            Auditera              3.00                2.48
Regimalda            Abaranas              3.60                3.64
Regimalda            Ochmanas              4.20                4.72
Regimalda            Farsavicius           4.00                4.16
Regimalda            Abaranas              2.40                1.96
Regimalda            Ezynas                3.60                3.40
Regimalda            Jablanskas            3.20                3.80
Regimalda            Ferdinandas           2.80                2.48
Regimalda            Donelaitis            4.00                3.92
Regimalda            Ferdinandas           1.80                1.88
Regimalda            Ochmanas              3.80                3.96
Regimalda            Jablanskas            4.60                4.32
Regimalda            Jablanskas            3.20                2.72
Regimalda            Jablanskas            3.80                4.52
Regimalda            Ezynas                1.40                1.88
Regimalda            Abaranas              2.40                2.56
Regimalda            Carkus                4.60                4.00
Regimalda            Donelaitis            2.60                2.24
Regimalda            Ceberekas             2.80                2.64
Regimalda            Fenclavas             2.20                2.28
Regimalda            Auditera              3.00                2.80
Regimalda            Fenclavas             4.20                4.44
Regimalda            Carkauskas            3.60                3.24
Regimalda            Ceberekas             4.20                4.40
Regimalda            Ochmanas              1.60                1.52
Regimalda            Ecka                  2.60                2.88
Regimalda            Donelaitis            3.60                3.68
Regimalda            Ceberekas             2.20                2.44
Regimalda            Carkus                2.00                1.92
Regimalda            Ceberekas             4.20                4.32
Regimalda            Carkauskas            1.80                2.12
Regimalda            Auditera              3.40                3.36
Regimalda            Ferdinandas           3.00                3.16
Regimalda            Ecka                  4.20                4.56
Regimalda            Donelaitis            3.20                3.12
Regimalda            Fabricijus            4.80                4.92
Regimalda            Abaranas              1.60                2.00
Regimalda            Donelaitis            1.80                1.76
Regimalda            Fenclavas             1.40                1.80
Regimalda            Jablanskas            4.60                4.32
Regimalda            Fenclavas             2.80                2.40
Regimalda            Auditera              2.80                2.76
Regimalda            Donelaitis            3.00                2.92
Regimalda            Fabricijus            3.00                2.88
Regimalda            Donelaitis            3.80                4.12
Regimalda            Donelaitis            1.80                1.92
Regimalda            Ezynas                3.40                2.96
Regimalda            Carkauskas            4.00                4.12
Regimalda            Auditera              2.60                2.88
Regimalda            Fenclavas             4.60                4.64
Regimalda            Donelaitis            4.60                4.56
Regimalda            Farsavicius           2.20                2.28
Regimalda            Ochmanas              1.80                2.16
Regimalda            Ochmanas              4.20                4.76
Regimalda            Donelaitis            4.40                4.28
Regimalda            Ochmanas              2.20                2.16
Regimalda            Ezynas                2.20                2.76
Regimalda            Jablanskas            3.60                3.80
Regimalda            Abaranas              4.20                4.32
Regimalda            Auditera              3.20                2.96
Regimalda            Ochmanas              4.00                3.64
Regimalda            Farsavicius           3.20                3.76
Regimalda            Farsavicius           4.00                3.52
Regimalda            Ezynas                4.00                4.12
Regimalda            Fenclavas             5.20                4.76
Regimalda            Donelaitis            1.40                1.56
Regimalda            Ceberekas             3.80                3.48
Regimalda            Abaranas              4.40                4.32
Regimalda            Auditera              4.60                4.32
Regimalda            Carkauskas            3.40                3.44
Regimalda            Carkauskas            3.00                3.12
Regimalda            Zabaliuna             4.80                4.32
Regimalda            Fabricijus            3.80                4.00
Regimalda            Ochmanas              3.80                3.64
Regimalda            Zabaliuna             4.80                4.72
Regimalda            Jablanskas            3.60                3.92
Regimalda            Carkauskas            2.80                3.04
Regimalda            Jablanskas            4.40                4.40
Regimalda            Ecka                  3.00                2.60
Regimalda            Jablanskas            2.80                2.72
Regimalda            Auditera              3.00                2.92
Regimalda            Fenclavas             3.20                3.36
Regimalda            Ceberekas             3.40                3.16
Regimalda            Auditera              2.40                2.84
Regimalda            Ferdinandas           4.00                4.04
Regimalda            Fenclavas             2.40                2.68
Regimalda            Fabricijus            4.60                4.80
Regimalda            Fabricijus            4.80                4.88
Regimalda            Ezynas                3.40                3.80
Regimalda            Ezynas                4.20                4.32
Regimalda            Abaranas              2.40                2.56
Regimalda            Jablanskas            4.40                4.12
Regimalda            Donelaitis            2.60                2.16
Regimalda            Farsavicius           1.60                1.60
Regimalda            Abaranas              2.80                2.84
Regimalda            Fabricijus            4.00                4.32
Regimalda            Auditera              2.80                2.52
Regimalda            Jablanskas            2.20                2.24
Regimalda            Fenclavas             3.80                3.84
Regimalda            Fenclavas             1.80                2.44
Regimalda            Auditera              3.80                3.64
Regimalda            Ochmanas              4.00                3.80
Regimalda            Zabaliuna             2.20                2.32
Regimalda            Carkauskas            4.40                4.04
Regimalda            Fabricijus            3.60                3.52
Regimalda            Zabaliuna             3.80                3.52
Regimalda            Fenclavas             1.20                1.52
Regimalda            Zabaliuna             3.60                3.32
Regimalda            Fabricijus            4.00                3.60
Regimalda            Fenclavas             4.60                4.52
Regimalda            Ecka                  2.20                2.68
Regimalda            Ferdinandas           2.60                3.08
Regimalda            Carkus                2.40                2.12
Regimalda            Carkauskas            3.60                3.52
Regimalda            Fabricijus            3.40                3.04
Regimalda            Carkauskas            2.40                2.64
Regimalda            Fenclavas             4.80                4.24
Regimalda            Fenclavas             3.60                3.72
Regimalda            Farsavicius           4.60                4.84
Regimalda            Carkauskas            2.80                2.88
Regimalda            Ceberekas             3.40                3.36
Regimalda            Ochmanas              1.80                1.92
Regimalda            Farsavicius           2.00                2.20
Regimalda            Auditera              4.60                4.52
Regimalda            Carkauskas            5.20                4.44
Regimalda            Fenclavas             2.00                2.24
Regimalda            Zabaliuna             2.20                2.32
Regimalda            Donelaitis            4.00                4.16
Regimalda            Fenclavas             3.60                3.64
Regimalda            Auditera              4.80                4.24
Regimalda            Fabricijus            2.40                2.44
Regimalda            Carkauskas            4.60                4.60
Regimalda            Auditera              3.00                2.72
Regimalda            Carkus                4.40                4.12
Regimalda            Carkus                2.60                3.00
Regimalda            Ezynas                3.80                3.96
Regimalda            Ferdinandas           3.40                3.32
Regimalda            Donelaitis            4.80                4.48
Regimalda            Jablanskas            3.80                4.32
Regimalda            Abaranas              3.80                3.36
Regimalda            Ecka                  3.40                3.64
Regimalda            Carkauskas            2.80                3.08
Regimalda            Zabaliuna             1.20                1.88
Regimalda            Farsavicius           2.40                2.80
Regimalda            Abaranas              3.60                3.68
Regimalda            Fenclavas             4.20                4.08
Regimalda            Donelaitis            3.60                3.56
Regimalda            Fenclavas             3.40                3.84
Regimalda            Carkauskas            3.00                3.00
Regimalda            Ochmanas              4.80                4.96
Regimalda            Ferdinandas           5.00                4.96
Regimalda            Farsavicius           3.60                3.76
Regimalda            Zabaliuna             4.40                4.36
Regimalda            Carkauskas            3.20                3.16
Regimalda            Carkus                1.20                1.52
Regimalda            Donelaitis            2.60                2.56
Regimalda            Ochmanas              3.40                3.68
Regimalda            Farsavicius           4.20                4.40
Regimalda            Carkus                5.00                4.84
Regimalda            Auditera              1.20                1.60
Regimalda            Fenclavas             4.60                4.36
Regimalda            Abaranas              2.60                2.56
Regimalda            Zabaliuna             3.40                3.76
Regimalda            Donelaitis            4.00                4.36
Regimalda            Carkauskas            4.60                4.88
Regimalda            Ferdinandas           3.80                3.88
Regimalda            Carkus                4.40                3.88
Regimalda            Fabricijus            1.60                1.88
Regimalda            Zabaliuna             3.40                2.84
Regimalda            Zabaliuna             2.60                2.76
Regimalda            Ecka                  3.20                3.20
Regimalda            Ezynas                2.60                2.40
Regimalda            Abaranas              2.20                2.36
Regimalda            Abaranas              1.60                2.36
Regimalda            Auditera              2.40                2.28
Regimalda            Fenclavas             3.40                3.08
Regimalda            Donelaitis            1.00                1.76
Regimalda            Zabaliuna             2.00                2.28
Regimalda            Ezynas                5.40                4.72
Regimalda            Donelaitis            3.20                3.16
Regimalda            Fabricijus            5.20                4.80
Regimalda            Fabricijus            4.00                3.64
Regimalda            Farsavicius           3.20                3.12
