Vardas               Pavarde               Vidurkis (med.)     Vidurkis (vid.)
Dzeremajus           Carkus                1.88                1.60
Dzeremajus           Ferdinandas           3.56                3.60
Dzeremajus           Auditera              2.84                2.80
Dzeremajus           Ferdinandas           2.92                3.20
Dzeremajus           Auditera              2.88                2.80
Dzeremajus           Zabaliuna             3.92                4.00
Dzeremajus           Jablanskas            4.08                3.80
Dzeremajus           Ezynas                1.92                2.00
Dzeremajus           Ferdinandas           4.08                4.20
Dzeremajus           Abaranas              3.00                3.60
Dzeremajus           Fabricijus            3.00                3.20
Dzeremajus           Ezynas                2.64                2.80
Dzeremajus           Carkus                3.28                3.20
Dzeremajus           Ceberekas             2.52                2.80
Dzeremajus           Fenclavas             2.56                2.40
Dziuzepe             Ochmanas              4.20                4.20
Dziuzepe             Fenclavas             2.56                2.20
Dziuzepe             Abaranas              2.40                2.40
Dziuzepe             Carkauskas            3.08                3.00
Dziuzepe             Ezynas                3.48                3.60
Dziuzepe             Zabaliuna             3.84                3.60
Dziuzepe             Ecka                  4.00                3.60
Dziuzepe             Ochmanas              5.20                4.80
Dziuzepe             Ferdinandas           4.64                4.20
Dziuzepe             Zabaliuna             2.84                3.00
Dziuzepe             Farsavicius           3.40                2.80
Dziuzepe             Carkus                1.84                1.60
Dziuzepe             Auditera              3.96                3.20
Dziuzepe             Zabaliuna             2.92                2.60
Dziuzepe             Carkus                2.40                2.20
Dziuzepe             Ferdinandas           2.52                2.40
Dziuzepe             Ecka                  3.40                3.60
Dziuzepe             Ceberekas             4.56                4.40
Dziuzepe             Carkauskas            2.80                2.80
Dziuzepe             Carkus                5.12                4.80
Dziuzepe             Fabricijus            3.88                3.80
Dziuzepe             Fenclavas             2.72                3.00
Dziuzepe             Carkus                4.24                4.40
Dziuzepe             Ecka                  3.92                4.40
Dziuzepe             Ochmanas              3.48                3.60
Dziuzepe             Abaranas              4.72                4.20
Dziuzepe             Ochmanas              2.52                2.40
Dziuzepe             Farsavicius           2.72                2.40
Dziuzepe             Donelaitis            3.92                3.40
Dziuzepe             Abaranas              4.60                4.60
Dziuzepe             Ochmanas              3.88                3.60
Dziuzepe             Auditera              3.12                3.20
Dziuzepe             Farsavicius           3.44                3.20
Dziuzepe             Ezynas                4.92                4.80
Dziuzepe             Auditera              3.44                3.20
Dziuzepe             Jablanskas            3.40                3.80
Edomondas            Ecka                  2.44                2.40
Edomondas            Ochmanas              3.60                3.60
Edomondas            Carkauskas            3.64                4.00
Edomondas            Ecka                  4.64                4.60
Edomondas            Zabaliuna             2.28                2.40
Edomondas            Abaranas              3.48                3.80
Edomondas            Zabaliuna             1.68                1.60
Edomondas            Zabaliuna             1.64                1.40
Edomondas            Ochmanas              1.32                1.60
Edomondas            Ochmanas              2.92                3.60
Edomondas            Fenclavas             1.56                1.20
Edomondas            Donelaitis            4.56                3.80
Edomondas            Donelaitis            1.60                1.40
Edomondas            Zabaliuna             1.72                1.60
Edomondas            Abaranas              4.32                3.80
Edomondas            Abaranas              1.92                2.00
Edomondas            Ferdinandas           3.60                3.60
Edomondas            Ezynas                2.76                3.00
Edomondas            Carkus                3.92                3.80
Edomondas            Zabaliuna             2.00                2.00
Edomondas            Ecka                  4.44                4.40
Edomondas            Abaranas              4.20                4.40
Edomondas            Ezynas                4.12                4.00
Edomondas            Abaranas              4.00                3.80
Edomondas            Zabaliuna             4.36                4.60
Edomondas            Fabricijus            3.80                3.20
Edomondas            Ceberekas             3.40                3.40
Edomondas            Zabaliuna             4.76                4.80
Edomondas            Fabricijus            2.56                2.40
Edomondas            Auditera              3.80                4.00
Edomondas            Fenclavas             2.24                2.00
Edomondas            Fabricijus            3.20                2.80
Edomondas            Ecka                  3.96                4.20
Edomondas            Farsavicius           3.92                4.00
Edomondas            Ceberekas             3.12                3.00
Edomondas            Ceberekas             3.24                3.20
Edomondas            Ferdinandas           3.44                3.60
Edomondas            Ferdinandas           4.68                4.60
Edomondas            Carkus                1.80                1.80
Edomondas            Ochmanas              5.00                4.80
Edomondas            Ferdinandas           3.40                3.60
Edomondas            Jablanskas            1.72                1.60
Edomondas            Ezynas                3.44                3.60
Edomondas            Ceberekas             3.36                3.40
Fiulgensas           Donelaitis            3.60                3.60
Fiulgensas           Ecka                  3.32                3.20
Fiulgensas           Abaranas              4.00                4.00
Fiulgensas           Carkauskas            2.24                2.00
Fiulgensas           Carkus                4.00                4.20
Fiulgensas           Ezynas                2.36                2.20
Fiulgensas           Jablanskas            1.88                1.60
Fiulgensas           Farsavicius           2.72                2.80
Fiulgensas           Ezynas                3.12                2.80
Fiulgensas           Ecka                  2.88                3.00
Fiulgensas           Ferdinandas           1.92                1.80
Fiulgensas           Auditera              4.32                4.80
Fiulgensas           Ochmanas              5.04                4.80
Fiulgensas           Jablanskas            2.76                3.20
Fiulgensas           Fabricijus            4.64                4.80
Fiulgensas           Abaranas              3.56                3.80
Fiulgensas           Abaranas              4.32                4.20
Fiulgensas           Donelaitis            2.00                2.20
Fiulgensas           Donelaitis            1.56                1.40
Gedgaudas            Ceberekas             4.32                3.80
Gedgaudas            Ochmanas              2.84                3.40
Gedgaudas            Zabaliuna             2.60                2.40
Gedgaudas            Carkauskas            2.36                2.40
Gedgaudas            Farsavicius           4.44                3.80
Gedgaudas            Carkus                4.56                4.60
Gedgaudas            Farsavicius           2.32                2.20
Gedgaudas            Abaranas              2.16                2.80
Gedgaudas            Ecka                  1.84                1.60
Gedgaudas            Fabricijus            5.32                4.80
Gedgaudas            Fenclavas             2.64                2.40
Gedgaudas            Fabricijus            3.08                3.20
Gedgaudas            Zabaliuna             3.68                3.80
Gedgaudas            Fabricijus            1.96                2.40
Gedgaudas            Abaranas              3.72                3.20
Gedgaudas            Ochmanas              3.08                4.00
Gedgaudas            Abaranas              2.72                2.20
Gedgaudas            Abaranas              1.08                0.80
Gedgaudas            Carkus                3.32                3.00
Gedgaudas            Donelaitis            4.32                4.80
Gedgaudas            Fenclavas             3.04                3.00
Gedgaudas            Zabaliuna             5.28                4.60
Gedgaudas            Zabaliuna             2.68                2.00
Gedgaudas            Abaranas              3.36                3.40
Gedgaudas            Ceberekas             4.32                4.40
Gedgaudas            Carkus                4.72                4.80
Gedgaudas            Zabaliuna             2.88                2.80
Girrvydas            Ceberekas             3.08                3.20
Girrvydas            Ochmanas              3.24                3.40
Girrvydas            Carkauskas            2.36                2.20
Girrvydas            Fenclavas             5.20                4.80
Girrvydas            Ecka                  3.92                3.80
Girrvydas            Zabaliuna             3.24                2.80
Girrvydas            Donelaitis            2.60                2.60
Girrvydas            Ferdinandas           2.44                2.20
Girrvydas            Carkauskas            1.56                1.20
Girrvydas            Fabricijus            4.04                3.60
Girrvydas            Fenclavas             5.00                4.80
Girrvydas            Ceberekas             1.72                1.80
Girrvydas            Fenclavas             2.72                2.80
Girrvydas            Ferdinandas           2.80                3.00
Girrvydas            Abaranas              3.92                3.80
Girrvydas            Ferdinandas           4.48                4.80
Girrvydas            Abaranas              5.00                4.40
Girrvydas            Zabaliuna             4.88                4.60
Girrvydas            Ceberekas             4.00                4.20
Girrvydas            Auditera              1.80                1.80
Girrvydas            Ezynas                1.24                1.00
Girrvydas            Fenclavas             4.20                4.40
Girrvydas            Zabaliuna             2.20                2.40
Girrvydas            Zabaliuna             4.56                4.80
Girrvydas            Ceberekas             2.96                3.00
Girrvydas            Ochmanas              2.08                2.20
Girrvydas            Donelaitis            3.76                4.00
Girrvydas            Fabricijus            3.60                3.40
Girrvydas            Carkauskas            2.64                2.80
Girrvydas            Jablanskas            4.32                4.20
Girrvydas            Fenclavas             2.48                2.60
Girrvydas            Auditera              3.48                3.60
Girrvydas            Ecka                  2.68                3.00
Girrvydas            Abaranas              2.24                2.20
Girrvydas            Ochmanas              3.40                3.60
Kornelijus           Ochmanas              3.48                3.80
Kornelijus           Auditera              2.48                2.40
Kornelijus           Abaranas              4.80                4.60
Kornelijus           Jablanskas            1.64                1.40
Kornelijus           Fenclavas             4.68                4.60
Kornelijus           Auditera              2.40                2.40
Kornelijus           Ceberekas             1.32                1.00
Kornelijus           Jablanskas            2.04                2.40
Kornelijus           Ferdinandas           4.16                4.40
Kornelijus           Carkus                3.40                3.60
Kornelijus           Fabricijus            3.88                4.00
Kornelijus           Ezynas                3.40                3.60
Kornelijus           Farsavicius           4.32                4.40
Kornelijus           Ezynas                2.48                2.40
Kornelijus           Donelaitis            3.40                4.00
Kornelijus           Ezynas                4.28                4.40
Kornelijus           Donelaitis            2.88                3.20
Kornelijus           Auditera              3.56                3.40
Kornelijus           Donelaitis            3.72                4.20
Kornelijus           Ezynas                2.32                1.80
Kornelijus           Farsavicius           4.12                4.20
Kornelijus           Abaranas              3.12                3.60
Kornelijus           Fenclavas             1.48                1.60
Kornelijus           Carkus                5.24                4.80
Kornelijus           Ferdinandas           3.24                3.20
Kornelijus           Fenclavas             4.28                4.00
Kornelijus           Carkus                2.72                2.60
Kornelijus           Fenclavas             1.88                1.40
Kornelijus           Farsavicius           3.04                3.40
Kornelijus           Zabaliuna             1.80                1.20
Kornelijus           Ceberekas             3.36                3.60
Kornelijus           Ochmanas              3.96                3.80
Kornelijus           Carkus                3.88                4.40
Kornelijus           Abaranas              2.04                2.40
Kornelijus           Ecka                  2.72                2.60
Kornelijus           Farsavicius           2.72                2.60
Leopolda             Fenclavas             4.28                4.00
Leopolda             Carkauskas            3.68                3.60
Leopolda             Abaranas              2.44                2.60
Leopolda             Fenclavas             2.08                2.00
Leopolda             Farsavicius           3.04                3.00
Leopolda             Fenclavas             1.52                1.60
Leopolda             Jablanskas            1.76                1.40
Leopolda             Ceberekas             4.24                4.80
Leopolda             Carkus                3.60                3.40
Leopolda             Zabaliuna             2.08                2.20
Leopolda             Donelaitis            3.56                3.80
Leopolda             Ecka                  4.92                4.60
Leopolda             Fenclavas             4.40                4.60
Leopolda             Ezynas                4.88                4.80
Leopolda             Ferdinandas           3.84                4.20
Leopolda             Donelaitis            1.80                1.80
Leopolda             Jablanskas            4.64                4.60
Leopolda             Ochmanas              2.56                2.60
Leopolda             Jablanskas            2.20                2.00
Leopolda             Ecka                  2.20                2.00
Leopolda             Ceberekas             4.76                4.80
Leopolda             Zabaliuna             4.92                4.60
Leopolda             Abaranas              4.84                4.60
Leopolda             Fabricijus            1.80                1.80
Leopolda             Ezynas                4.88                4.60
Leopolda             Ecka                  3.76                3.20
Mikelandzelas        Abaranas              2.84                2.40
Mikelandzelas        Ochmanas              1.68                1.80
Mikelandzelas        Zabaliuna             3.04                3.60
Mikelandzelas        Ezynas                3.84                4.20
Mikelandzelas        Carkauskas            3.84                3.20
Mikelandzelas        Auditera              1.60                1.20
Mikelandzelas        Jablanskas            2.72                2.80
Mikelandzelas        Farsavicius           2.04                2.00
Mikelandzelas        Fabricijus            5.36                4.80
Mikelandzelas        Abaranas              3.68                3.80
Mikelandzelas        Ecka                  3.28                3.60
Mikelandzelas        Ceberekas             4.48                4.40
Mikelandzelas        Fenclavas             2.20                2.20
Mikelandzelas        Fabricijus            4.52                4.40
Mikelandzelas        Carkus                1.76                1.80
Mikelandzelas        Zabaliuna             2.88                3.20
Mikelandzelas        Auditera              2.96                3.00
Mikelandzelas        Ezynas                2.48                2.00
Mikelandzelas        Ezynas                2.04                2.00
Mikelandzelas        Carkus                2.16                1.60
Mikelandzelas        Ezynas                2.64                2.60
Mikelandzelas        Ezynas                2.04                2.20
Mikelandzelas        Auditera              1.76                1.60
Mikelandzelas        Abaranas              3.12                2.80
Mikelandzelas        Auditera              2.08                2.00
Mikelandzelas        Ecka                  2.84                2.80
Mikelandzelas        Ecka                  4.20                4.60
Mikelandzelas        Ferdinandas           1.40                0.80
Mikelandzelas        Farsavicius           3.76                3.80
Prudencija           Ochmanas              4.56                4.80
Prudencija           Carkauskas            3.68                4.00
Prudencija           Donelaitis            3.36                3.40
Prudencija           Carkauskas            3.44                3.40
Prudencija           Ecka                  2.76                3.00
Prudencija           Carkauskas            3.16                3.20
Prudencija           Zabaliuna             1.80                1.80
Prudencija           Ecka                  4.28                4.40
Prudencija           Abaranas              2.56                2.40
Prudencija           Farsavicius           1.52                1.60
Prudencija           Ezynas                2.32                2.20
Prudencija           Jablanskas            4.64                4.80
Prudencija           Ecka                  5.00                4.60
Prudencija           Farsavicius           4.96                4.40
Prudencija           Fenclavas             1.72                1.60
Prudencija           Fabricijus            4.24                4.20
Prudencija           Ezynas                2.40                2.60
Prudencija           Zabaliuna             4.64                4.80
Prudencija           Abaranas              4.76                4.80
Prudencija           Ochmanas              2.08                2.40
Prudencija           Auditera              3.36                3.60
Prudencija           Fenclavas             2.84                2.60
Prudencija           Ceberekas             4.88                4.60
Prudencija           Ezynas                1.92                1.80
Prudencija           Jablanskas            1.56                1.60
Prudencija           Jablanskas            4.20                4.60
Prudencija           Abaranas              3.72                4.60
Prudencija           Carkus                4.12                4.00
Prudencija           Carkauskas            1.96                1.60
Prudencija           Fabricijus            2.12                2.00
Prudencija           Auditera              2.96                2.80
Regimalda            Ferdinandas           5.16                4.60
Regimalda            Abaranas              2.92                3.20
Regimalda            Jablanskas            3.08                3.20
Regimalda            Carkauskas            1.92                2.00
Regimalda            Fenclavas             3.84                4.20
Regimalda            Donelaitis            2.60                2.20
Regimalda            Auditera              3.52                3.20
Regimalda            Carkauskas            2.00                1.80
Regimalda            Abaranas              3.88                4.20
Regimalda            Abaranas              2.64                2.40
Regimalda            Fenclavas             2.48                2.40
Regimalda            Abaranas              4.04                4.20
Regimalda            Ochmanas              2.64                2.80
Regimalda            Ceberekas             2.64                2.20
Regimalda            Farsavicius           3.20                3.40
Regimalda            Auditera              4.44                4.60
Regimalda            Ecka                  2.88                2.60
Regimalda            Fenclavas             4.04                3.80
Regimalda            Carkus                4.12                4.40
Regimalda            Ferdinandas           3.12                3.00
Regimalda            Donelaitis            2.88                3.40
Regimalda            Fenclavas             2.80                2.80
Regimalda            Auditera              3.68                3.80
Regimalda            Ecka                  3.92                3.60
Regimalda            Zabaliuna             5.20                4.60
Regimalda            Farsavicius           1.60                1.20
Regimalda            Ecka                  3.72                3.60
Regimalda            Carkus                3.40                3.80
Regimalda            Zabaliuna             4.20                4.20
Regimalda            Ezynas                4.04                4.00
